epoch,learning_rate,da_miou,ll_acc,ll_iou
0,0.0005,0.7979,0.6704,0.1579
1,0.00042691,0.8144,0.6428,0.1731
2,0.00035777,0.8335,0.6746,0.1879
3,0.00029283,0.8419,0.6845,0.1943
4,0.00023238,0.8441,0.6652,0.1956
5,0.00017678,0.8435,0.6743,0.1984
6,0.00012649,0.8464,0.6788,0.2033
7,8.216e-05,0.8501,0.6750,0.2032
8,4.472e-05,0.8490,0.6784,0.2037
9,1.581e-05,0.8515,0.6743,0.2036
